title,records,taxa,org_country
Aves Acuáticas de las sabanas inundables del Meta y Casanare,1326,21,CO
AlgaTerra,1324,187,DE
Percentages of planktonic foraminifera species in sediment core RC24-27,1320,23,DE
Atlantic Canada Conservation Data Centre (OBIS Canada),1318,36,
National Taiwan Museum,1318,734,TW
Benthos counted on dredged samples during Valdivia cruise VA44,1316,166,DE
Benthic foraminifera distribution of sediment core BP00-07/05,1312,17,DE
(Table 2) Distribution of benthic foraminifers at DSDP Site 90-591,1303,46,DE
Herbarium (ICEL),1299,17,IS
Fungal Specimens collected by HabitatVision (Jacob Heilmann-Clausen),1299,52,DK
Centre de Ressources Biologiques de l'Institut Pasteur,1298,679,FR
Resolute Passage Copepod Distribution (OBIS Canada),1294,2,
(Figure 7) Distribution of benthic foraminifers in the Oligocene to upper Miocene DSDP of Hole 71-513A,1292,13,DE
Benthic foraminifera abundance of Hole 47-397,1292,17,DE
Percentages of planktonic foraminifera species in sediment core V22-222,1289,23,DE
MfN - Fossil invertebrates III,1289,234,DE
(Table 6) Distribution of live benthic foraminifera in deep-sea surface sediments of the Scotia Sea, part 2,1288,106,DE
Percentages of planktonic foraminifera species in sediment core V22-177,1287,23,DE
Collection Arachnology SMF,1285,199,DE
(Table 1) Benthic foraminifera species observed in the Quaternary samples from DSDP Hole 95-612,1282,87,DE
Assemblage of dinoflagellate cysts analysed in sediment core SO78-158-1,1282,13,DE
Countryside Council for Wales - Phase 2 Lowland Grassland Survey of Wales,1280,12,GB
Abundance of the benthic infauna of the North Sea sampled during Victor Hensen cruise VH1486,1279,290,DE
(Table 1) Distribution of planktonic foraminifers at DSDP Hole 90-590A,1277,15,DE
KUBI Ornithology Tissue Collection,1274,200,US
California Beetle Project,1272,24,US
(Appendix table DR1) Foraminiferal distribution data for ODP Hole 178-1098B,1269,12,DE
Antarctic Krill occurrence data from US AMLR  US Antarctic Marine Living Resources Program,1268,1,
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V28-345,1268,25,DE
Ibaraki Nature Museum, Mollusk collection,1267,249,JP
Table A2. Benthic foraminifera assemblage of sediment core GeoB1214-1,1266,39,DE
Registro de datos de peces del pacífico mexicano de la Colección Biológica de la Secretaría de Marina,1265,228,MX
Fish (NHMK-PI),1265,202,KR
Planktic foraminifera counts of sediment core CHN82-24,1264,24,DE
RAVON (NL) - Fish observations extracted from Hoek (1888) and Hoek (1897),1263,45,NL
Planktic foraminifera counts of sediment core A180-15,1262,25,DE
Bryophyte herbarium, Trondheim (TRH),1259,5,NO
(Table A.01) Planktic foraminiferal census data of sediment core GIK23414-7,1257,17,DE
Benthic foraminifera abundance of sediment core MD01-2416,1256,28,DE
The Collection of Lichenicolous Fungi at the Botanische Staatssammlung München,1256,80,DE
OHN,1252,110,SE
(Figure 5) Foraminiferal abundance and sea surface temperature of sediment core MD95-2011,1251,2,DE
Aves Collection of Institute of Systematics and Evolution of Animals,1251,160,PL
(Table 3) Percentages of planktonic foraminiferal species and varieties from the sediment surface samples from the South China Sea,1250,26,DE
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC13-205,1250,25,DE
Planktic foraminifera abundance of Hole 26-254,1247,14,DE
Naturalis Biodiversity Center (NL) - Amphibia and Reptilia,1247,53,NL
EDIT - ATBI in Mercantour/Alpi Marittime (France/Italy),1246,165,DE
RSPB - RSPB Reserves breeding bird surveys,1246,58,GB
rmca-albertine-rift-cichlids,1240,5,BE
Distribution of planktic foraminifers of core Y71-06-12,1240,22,DE
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V22-182,1238,25,DE
Vascular Plant Herbarium, Trondheim (TRH),1238,23,NO
Isle of Wight Local Records Centre - IOW Natural History & Archaeological Society Marine Invertebrate Records 1853- 2011,1237,93,GB
Percentages of planktonic foraminifera species in sediment core V30-40,1236,24,DE
(Appendix B) Abundance of organic-walled dinoflagellate cysts of sediment core GeoB1105-4,1235,18,DE
MVZ Mammal Collection (Arctos),1232,67,US
Shellfish (WSHN-MS),1220,61,KR
University of Alberta Ornithology Collection (UAMZ),1220,117,CA
(Table 22) Benthic foraminifera in Pliocene sediments of DSDP Hole 90-594,1218,42,DE
(Table 6) Relative abundances of the seven species of planktonic foraminifera from ODP Site 108-662,1218,6,DE
(Table 3) Dead benthic foraminifera in surface sediments from the eastern South Atlantic Polar Front region,1211,68,DE
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC13-229,1211,23,DE
Relative abundances of dinoflagellate cysts in several IODP and DSDP holes,1209,15,DE
NPWS Seal Database,1209,2,IE
Planktic foraminifera counts of sediment core RC08-49,1200,26,DE
Museo Nacional de Ciencias Naturales, Madrid. Colección de Tejidos y ADN,1198,191,ES
RMT Trawl catch from the 1990/91 V6 AAMBER2 voyage,1194,65,AU
Cetacean Sightings Survey and Southern Ocean cetacean program,1192,13,AU
Distribution of planktonic foraminifera of sediment core Core190,1192,15,DE
(Table AT5) Planktonic foraminiferal stratigraphy of ODP Hole 182-1130A,1190,22,DE
MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections,1190,226,US
(Table T1) Planktonic foraminifera abundance of ODP Site 170-1039 sediments,1189,36,DE
(Table 3) Distribution of benthic foraminifers at DSDP Hole 21-206,1189,41,DE
(Table 2) Distribution of benthic foraminifers of sediment core PS2138-1,1189,60,DE
Icota - Pelagant,1189,20,
(Appendix A) Foraminifera and stable carbon and oxygen isotope record of ODP Site 105-646,1185,5,DE
Abundances of organic-walled dinoflagellate cysts in sediment core GeoB5546-2,1185,22,DE
Record, the Biodiversity Information System for Cheshire, Halton, Warrington and the Wirral - RECORD other mammal data up to current day,1182,4,GB
(Table 12A) Occurrences of planktonic foraminifers in selected samples of DSDP Holes 90-590 and 90-590A,1182,30,DE
Depletion Fishing in the river Grote Nete and Kleine Nete (1989-1996),1178,21,BE
(Table 10) Distribution of planktonic foraminifers in ODP Hole 112-688A,1178,31,DE
Balfour-Browne Club - Water Beetle Surveys from Britain and Ireland,1176,13,GB
(Table 8) Distribution of Neogene planktonic foraminifers in sediments of ODP Hole 115-710A,1176,12,DE
Gloucestershire Centre for Environmental Records - Gloucestershire BAP Priority Species - Otter,1175,1,GB
Collection Crustacea - SNSD,1172,527,DE
Benthic foraminifera abundance of Hole 80-548,1172,33,DE
Glasaalmigratie - Glass eel migration in the river Yser,1171,1,BE
(Figure 3) Range chart of dinocysts of ODP Hole 104-643A,1170,13,DE
(Table 1) Relative abundance of 14 species of planktonic foraminifers of sediment core GIK17938-2,1168,13,DE
Universidad de Oviedo. Departamento de Biología de Organismos y Sistemas: FCO-Algae,1168,217,ES
Range table from planktonic foraminifers in ODP Hole 152-918D,1161,14,DE
(Figure 6) Distribution chart of benthic foraminifers in ODP Site 126-792,1160,20,DE
(Appendix 2) Benthic foraminifera in ODP Hole 160-963A,1160,15,DE
Algaterra Types,1158,631,DE
Bulk components and planktonic foraminifera of sediment core GeoB7139-2,1158,6,DE
Benthic foraminifera abundance of Hole 84-568,1157,81,DE
Benthic foraminifera abundance of Hole 84-568, Part 1,1157,81,DE
Observations du Conservatoire botanique national du Bassin parisien.,1157,9,FR
iziko South African Museum - Marine Mammal Collection (AfrOBIS),1156,67,
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V28-127,1156,25,DE
Colección Nacional de Ornitología - Museo Argentino de Ciencias Naturales 'Bernardino Rivadavia',1152,145,AR
(Table 7) Distribution of dead benthic foraminifera in deep-sea surface sediments of the Scotia Sea, part 1,1151,95,DE
Contribución a la riqueza ictiofaunística de la Reserva de Ría Lagartos, Yucatán,1150,83,MX
(Figure 7) Stratigraphic ranges of selected planktonic foraminifers at ODP Hole 101-630A,1150,19,DE
Fish specimens of Natural History Museum, Kishiwada City,1149,188,JP
(Table 9) Distribution of planktonic foraminifers in ODP Site 112-687,1148,28,DE
Relative abundances of middle Pleistocene benthic foraminifera in DSDP Site Site 90-594,1147,94,DE
Distribution of nematodes in Patagonia Argentina coast (OBIS South America, SOUTHERN OCEAN SUB-NODE),1144,127,
Free-living marine Nematodes from Ali, Rada Tilly and El Limite  sandy  beaches (Chubut, Argentina) 2006.,1141,37,AR
Occurrence of planktic foraminifera in Pliocene to Holocene sediments of DSDP Hole 81-552A in the North Atlantic (Appendix 2),1140,14,DE
Crustacea ZMK,1137,366,DE
2011 Breeding Bird Survey of Taiwan,1132,27,TW
(App 9) Relative contents of planktonic foraminifera species in sediments from Core NAST,1128,17,DE
Rare marine fishes taken in Irish waters from 1786 to 2008,1127,139,IE
Planktic foraminifera counts of sediment core V29-174,1126,22,DE
Distribution of planktic foraminifera, factor analysis, SST of sediment core PS2498-1,1125,18,DE
(Table 9) Planktonic foraminifera of late Quaternary sediments in DSDP Hole 41-368,1120,29,DE
Clare Biological Records Centre dataset,1117,110,IE
(Table 17) Ranges of benthic foraminifers through the late Neogene in ODP Hole 115-713A,1107,35,DE
(Table 15A) Occurrences of planktonic foraminifers in selected samples of DSDP Hole 90-593,1106,23,DE
(Figure 3) Occurrence of planktonic foraminifers and other selected constituents in samples from DSDP Hole 80-548A,1106,14,DE
(Table 8) Distribution of planktonic foraminifers in ODP Site 112-686,1100,20,DE
Zooplankton of the Eastern South Pacific (OBIS South America, SOUTH PACIFIC NODE),1099,27,
Percentages of planktonic foraminifera species in sediment core V25-60,1098,22,DE
Relative abundances of middle Pleistocene benthic foraminifera in ODP Site 181-1119,1093,87,DE
Caracterización y estructura de la ictiofauna de arrecifes rocosos y coralinos en Punta Carrizal, Colima, México para fines de inventario y conservación de la diversidad animal,1092,89,MX
(Table T2) Dinoflagellate stratigraphy of ODP Hole 184-1148A,1092,12,DE
(Table 2) Distribution of benthic foraminifers in the > 125 µm fraction in surface sediments from the central Arctic Ocean,1091,54,DE
(Table 13) Ranges of benthic foraminifers through the early to middle Miocene in ODP Hole 115-715A,1088,32,DE
Phytoplankton abundance in surface water in September 1996, Ilo, Peru,1088,64,DE
Sponge collection of National Museum of Nature and Science,1088,305,JP
(Table 1) Relative abundances of benthonic foraminifera in ODP Site 116-717,1087,49,DE
Aquatic Oligochaeta of Ireland,1086,33,IE
Percentages of planktonic foraminifera species in sediment core V29-144,1083,23,DE
Colección nacional de zoología,1080,72,CR
(Table 2) Distribution of planktonic foraminifers in ODP Site 112-681,1080,29,DE
Percentages of planktonic foraminifera species in sediment core RC24-7,1077,23,DE
Quaternary benthic foraminifera abundance of Hole 95-612,1077,79,DE
Staffordshire Ecological Record - SER Site-based Surveys,1076,132,GB
BSBI tetrad data for Ireland,1072,22,IE
(Figure 1) Range chart of planktonic foraminiferal species at ODP Hole 107-654A,1071,7,DE
Allan Herbarium (CHR),1070,173,NZ
Distribution of benthic foraminifers (living) in surface sediments (Table 4),1068,80,DE
Range table from benthic foraminifers in ODP Hole 141-861C,1067,52,DE
(Table 7) Stratigraphic ranges of planktonic foraminifers in ODP Hole 144-873B,1066,25,DE
Nuevos registros de esponjas del Pacífico mexicano, Mar de Cortés y Archipiélago Revillagigedo,1062,89,MX
EAC - Herbário Prisco Bezerra,1059,151,BR
(Figure 3) Stratigraphic ranges of selected planktonic foraminifers at ODP Hole 101-626C,1056,21,DE
Computarización de la Colección de Microorganismos de importancia acuícola del CIAD, AC,1055,52,MX
Herts Bird Club - Hertfordshire Breeding Bird Atlas : 1988-1992,1051,15,GB
(Fig. 2) Abundance of Neogloboquadrina pachyderma sinistral in sediment core MD95-2040,1051,1,DE
(Table 3) Ranges of upper Eocene Holocene planktonic foraminifera in ODP Hole 119-744A,1050,5,DE
IBF Monitoring of Lichens,1050,16,DE
University Marine Biological Station Millport - 1999-2009 UMBSM Clyde Sea Fairlie Channel Beam Trawl Survey,1050,148,GB
Derbyshire (Derby Museum) Biological Records Centre - Derbyshire & Peak District Protected Species Database (Summary of  available records 1970- 2008),1048,1,GB
Japan Collection of Microorganisms(Bacteria),1048,1027,JP
Relative abundance of planktonic foraminifera in Pliocene and Pleistocene sediments of DSDP Hole 32-310 from Hess Rise, Central North Pacific (Table II),1045,28,DE
Percentages of planktonic foraminifera species in sediment core V32-8,1039,23,DE
FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina,1036,172,BR
(Table  2) Distribution of planktonic foraminifera in the latest Oligocene to Holocene section of ODP Hole 149-897C,1035,23,DE
Entomological collections, UiB,1034,66,NO
Ibaraki Nature Museum, Fish collection,1034,388,JP
Percentages of planktonic foraminifera species in sediment core RC24-1,1032,24,DE
Colección de Crustáceos Decápodos y Estomatópodos del Centro Oceanográfico de Cádiz: CCDE-IEOCD,1031,221,ES
HZI (GBF) Reichenbach Collection of Myxobacteria,1030,5,DE
Abundance of megabenthic species in trawl catches per station in addition to table 2 during POLARSTERN cruise ARK-VIII/2 (EPOS),1030,260,DE
Royal Museum of Central Africa - Albertian Rift Birds (ENBI wp13),1029,44,BE
rmca-albertine-rift-birds,1029,44,BE
The Flora of County Waterford,1028,19,IE
National System of Protected Areas in Poland - Animals,1026,123,PL
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC13-228,1024,22,DE
Benthic foraminifera distribution of sediment core BP01-62/06,1023,32,DE
Base de datos y la colección de eufáusidos (Euphausiacea: Malacostraca: Crustacea) del Atlántico mexicano,1023,21,MX
Distribution of planktic foraminifera and calculated sea surface temperature of sediment core MSM05/5_712-1,1020,3,DE
Range table from planktonic foraminifers in ODP Hole 155-931B,1020,16,DE
Amphipoda Hyperiidea of the Southern Ocean:  catalogue and occurrences,1019,75,
Computarización de la Colección de helmintos parásitos de peces del estado de Tabasco,1018,24,MX
(Table 2) Relative abundance of planktonic foraminifera species in Pliocene - Early Quaternary sediments from ODP Hole 111-677A,1018,27,DE
(Table 3) Distribution of benthic foraminifers in the > 63 µm fraction in surface sediments from the central Arctic Ocean,1018,38,DE
Distribution of planktic foraminifera (200-630 µm) of sediment core M8_057-2 (Table 4),1017,21,DE
(Fig. 6) Assemblage of benthic foraminifera in sediment core GeoB6730-1,1014,18,DE
Absolute abundance of particles and planktic foraminifera in sediment core GIK12310-4, Cape Barbas, North-West Africa (Appendix Tab. 2c),1014,26,DE
Fish (JNHM-PI),1013,272,KR
(Table 14) Distribution of Neogene planktonic foraminifers in sediments of ODP Hole 115-716B,1008,18,DE
Range table from planktonic foraminifers in ODP Hole 152-919A,1007,11,DE
Benthic foraminifera abundance of Hole 84-568, Part 2,1006,62,DE
Biodiversity records from Ireland - general,1005,58,IE
Collection Crustacea ZMG,1002,557,DE
Distribution of planktic foraminifera in surface sediments,1001,25,DE
